Unnamed: 0,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Price_Chng,Current_Age,Gas_Money,CC_to_L
3726,Maruti Vitara Brezza ZDi Plus Dual Tone,Ahmedabad,2017,33000,Diesel,Manual,First,24.3,1248,88.5,5.0,11.06,9.25,1.81,6,1575.31,1.248
3731,Nissan Terrano XV D Pre,Mumbai,2013,60000,Diesel,Manual,Second,19.64,1461,108.5,5.0,17.21,5.45,11.76,10,3543.79,1.461
3732,Maruti Celerio ZXI AMT,Coimbatore,2017,35225,Petrol,Automatic,First,23.1,998,67.04,5.0,6.56,5.25,1.31,6,1768.87,0.998
3735,BMW 3 Series 320d,Hyderabad,2010,80000,Diesel,Automatic,First,22.69,1995,190.0,5.0,47.2,14.2,33.0,13,4089.91,1.995
3738,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2016,29091,Petrol,Manual,First,18.9,1197,81.86,5.0,6.82,4.87,1.95,7,1785.48,1.197
3745,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,26927,Diesel,Manual,First,24.3,1248,88.5,5.0,12.56,11.39,1.17,6,1285.4,1.248
3747,Maruti Vitara Brezza ZDi,Delhi,2016,35299,Diesel,Manual,First,24.3,1248,88.5,5.0,10.14,8.0,2.14,7,1685.06,1.248
3752,Land Rover Range Rover Sport HSE,Kochi,2015,38467,Diesel,Automatic,First,12.65,2993,255.0,5.0,1.6,70.66,-69.06,8,3527.41,2.993
3759,Maruti Alto K10 VXI,Mumbai,2017,12000,Petrol,Manual,First,24.07,998,67.1,5.0,4.82,3.25,1.57,6,578.31,0.998
3774,Maruti Ciaz Zeta,Kochi,2018,10575,Petrol,Manual,First,21.56,1462,103.25,5.0,11.11,9.18,1.93,5,568.97,1.462
3777,Maruti Wagon R VXI 1.2,Kochi,2015,49818,Petrol,Manual,First,21.5,1197,81.8,5.0,5.44,4.11,1.33,8,2687.85,1.197
3784,Toyota Innova Crysta 2.8 ZX AT,Kochi,2017,26023,Diesel,Automatic,First,11.36,2755,171.5,7.0,26.55,19.97,6.58,6,2657.28,2.755
3786,Maruti Swift VDI,Pune,2014,115000,Diesel,Manual,First,28.4,1248,74.0,5.0,8.26,4.5,3.76,9,4697.18,1.248
3793,Tata Zest Quadrajet 1.3 XT,Bangalore,2017,27768,Diesel,Manual,First,20.65,1248,88.7,5.0,10.06,5.85,4.21,6,1559.85,1.248
3820,Maruti Alto K10 VXI,Chennai,2011,28300,Petrol,Manual,First,24.07,998,67.1,5.0,4.5,2.15,2.35,12,1363.86,0.998
3836,Audi A6 35 TFSI Matrix,Delhi,2018,22000,Petrol,Automatic,First,15.26,1798,187.74,5.0,56.97,41.5,15.47,5,1672.35,1.798
3838,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2018,28741,Diesel,Manual,First,24.3,1248,88.5,5.0,12.56,11.0,1.56,5,1372.0,1.248
3841,Hyundai Verna VTVT 1.6 SX,Kolkata,2018,5000,Petrol,Manual,First,17.0,1591,121.3,5.0,11.19,8.7,2.49,5,341.18,1.591
3842,Maruti Ertiga ZDI Plus,Hyderabad,2016,42000,Diesel,Manual,First,25.47,1248,88.5,7.0,13.33,9.9,3.43,7,1912.84,1.248
3845,Hyundai Verna VTVT 1.6 SX,Kochi,2012,32542,Petrol,Manual,First,17.0,1591,121.3,5.0,11.67,5.77,5.9,11,2220.51,1.591
3852,BMW 3 Series 320d,Kochi,2012,55598,Diesel,Automatic,First,22.69,1995,190.0,5.0,47.87,11.5,36.37,11,2842.38,1.995
3889,Maruti Dzire VDI,Jaipur,2013,77084,Diesel,Manual,First,28.4,1248,73.75,5.0,8.75,4.95,3.8,10,3148.5,1.248
3907,Toyota Innova Crysta 2.8 GX AT 8S,Chennai,2016,40000,Diesel,Automatic,First,11.36,2755,171.5,8.0,21.1,16.45,4.65,7,4084.51,2.755
3910,Maruti Baleno Alpha Diesel,Mumbai,2018,2000,Diesel,Manual,First,27.39,1248,74.0,5.0,10.28,8.7,1.58,5,84.7,1.248
3911,Skoda Superb Style 1.8 TSI AT,Mumbai,2016,14500,Petrol,Automatic,First,14.67,1798,177.46,5.0,33.36,20.75,12.61,7,1146.56,1.798
3927,Maruti Ciaz Alpha,Mumbai,2017,19416,Petrol,Manual,First,21.56,1462,103.25,5.0,11.56,8.25,3.31,6,1044.65,1.462
3935,Toyota Innova Crysta 2.8 ZX AT,Pune,2016,50296,Diesel,Automatic,Second,11.36,2755,171.5,7.0,27.07,19.0,8.07,7,5135.86,2.755
3943,Jeep Compass 2.0 Longitude,Kochi,2018,26101,Diesel,Manual,First,17.1,1956,170.0,5.0,21.38,17.55,3.83,5,1770.59,1.956
3944,Maruti Alto K10 LXI Optional,Pune,2016,7000,Petrol,Manual,First,24.07,998,67.1,5.0,4.36,3.0,1.36,7,337.35,0.998
3953,Honda Jazz Exclusive CVT,Mumbai,2018,3000,Petrol,Automatic,First,19.0,1199,88.7,5.0,10.81,8.25,2.56,5,183.16,1.199
3964,Nissan Sunny XE P,Coimbatore,2012,50297,Petrol,Manual,First,16.95,1498,97.6,5.0,8.55,4.69,3.86,11,3442.15,1.498
4022,Toyota Corolla Altis 1.8 GL,Chennai,2009,32000,Petrol,Manual,Second,14.28,1798,138.03,5.0,22.66,4.95,17.71,14,2599.44,1.798
4026,Maruti Alto K10 VXI,Jaipur,2016,51264,Petrol,Manual,First,24.07,998,67.1,5.0,4.24,3.2,1.04,7,2470.55,0.998
4028,Mercedes-Benz CLA 200 CGI Sport,Delhi,2016,40000,Petrol,Automatic,First,15.04,1991,183.0,5.0,41.02,24.5,16.52,7,3085.11,1.991
4034,Hyundai Creta 1.6 SX Automatic Diesel,Kolkata,2018,14000,Diesel,Automatic,First,17.6,1582,126.2,5.0,17.0,11.25,5.75,5,922.73,1.582
4061,Audi RS5 Coupe,Mumbai,2013,23312,Petrol,Automatic,First,11.05,2894,444.0,4.0,1.28,40.5,-39.22,10,2447.23,2.894
4069,BMW 5 Series 520d Luxury Line,Coimbatore,2014,60280,Diesel,Automatic,First,22.48,1995,190.0,5.0,63.71,22.45,41.26,9,3110.53,1.995
4079,Land Rover Range Rover 3.0 Diesel LWB Vogue,Hyderabad,2017,25000,Diesel,Automatic,First,13.33,2993,255.0,5.0,2.3,160.0,-157.7,6,2175.54,2.993
4083,Maruti Baleno RS Petrol,Coimbatore,2018,26731,Petrol,Manual,First,21.1,998,100.0,5.0,10.89,8.61,2.28,5,1469.57,0.998
4096,Toyota Camry Hybrid 2.5,Coimbatore,2017,23249,Petrol,Automatic,First,19.16,2487,175.67,5.0,40.62,26.11,14.51,6,1407.56,2.487
4099,Hyundai Grand i10 1.2 Kappa Asta,Delhi,2018,10000,Petrol,Manual,First,18.9,1197,81.86,5.0,7.54,6.5,1.04,5,613.76,1.197
4104,Skoda Superb Style 1.8 TSI AT,Coimbatore,2016,54253,Petrol,Automatic,First,14.67,1798,177.46,5.0,30.19,16.81,13.38,7,4289.94,1.798
4119,Maruti Wagon R VXI,Pune,2014,38958,Petrol,Manual,First,22.5,998,67.04,5.0,5.56,3.41,2.15,9,2008.5,0.998
4125,Datsun redi-GO S,Chennai,2016,26239,Petrol,Manual,First,22.7,799,53.0,5.0,4.43,2.75,1.68,7,1340.85,0.799
4131,Toyota Fortuner 2.8 2WD MT,Coimbatore,2019,56251,Diesel,Manual,First,14.24,2755,174.5,7.0,37.17,35.82,1.35,4,4582.24,2.755
4134,Honda BR-V i-VTEC S MT,Bangalore,2016,34004,Petrol,Manual,First,15.4,1497,117.3,7.0,12.9,8.02,4.88,7,2561.34,1.497
4147,Maruti Dzire VDI,Kochi,2017,54758,Diesel,Manual,First,28.4,1248,73.75,5.0,8.58,6.67,1.91,6,2236.59,1.248
4163,Toyota Innova Crysta 2.8 ZX AT,Bangalore,2017,53841,Diesel,Automatic,First,11.36,2755,171.5,7.0,28.05,20.5,7.55,6,5497.85,2.755
4164,Hyundai Creta 1.6 SX Option,Kochi,2017,47183,Petrol,Manual,Second,15.8,1591,121.3,5.0,15.86,11.31,4.55,6,3464.07,1.591
4169,Datsun redi-GO T Option,Kochi,2018,6279,Petrol,Manual,First,22.7,799,53.64,5.0,4.05,3.6,0.45,5,320.87,0.799
4180,Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2017,101065,Diesel,Manual,First,20.5,1582,126.2,5.0,19.18,11.45,7.73,6,5718.8,1.582
4181,Maruti Baleno Delta,Kochi,2017,15134,Petrol,Manual,First,21.4,1197,83.1,5.0,7.36,6.37,0.99,6,820.35,1.197
4188,Maruti Ertiga VDI,Chennai,2016,86000,Diesel,Manual,Second,25.47,1248,88.5,7.0,10.99,8.2,2.79,7,3916.76,1.248
4205,Honda City i-DTEC SV,Kolkata,2015,39000,Diesel,Manual,First,25.6,1498,98.6,5.0,12.23,5.49,6.74,8,1767.19,1.498
4208,Volkswagen Vento 1.6 Highline,Jaipur,2016,33000,Petrol,Manual,First,16.09,1598,103.5,5.0,11.63,7.7,3.93,7,2379.12,1.598
4220,Hyundai Verna VTVT 1.6 SX,Bangalore,2014,46676,Petrol,Manual,First,17.0,1591,121.3,5.0,12.27,7.75,4.52,9,3184.95,1.591
4221,Maruti Alto K10 LXI,Kochi,2014,51349,Petrol,Manual,First,24.07,998,67.1,5.0,3.91,2.93,0.98,9,2474.65,0.998
4233,Audi Q3 30 TDI Premium FWD,Coimbatore,2018,22060,Diesel,Automatic,First,18.51,1968,147.51,5.0,44.8,32.73,12.07,5,1382.47,1.968
4236,Audi A4 35 TDI Premium Plus,Kochi,2015,13506,Diesel,Automatic,First,18.25,1968,187.74,5.0,50.4,21.66,28.74,8,858.46,1.968
4237,Renault KWID RXT Optional,Mumbai,2016,16000,Petrol,Manual,First,25.17,799,53.3,5.0,4.78,2.99,1.79,7,737.39,0.799
4253,Honda Amaze S Petrol,Kolkata,2013,32576,Petrol,Manual,First,19.5,1199,88.76,5.0,7.36,3.15,4.21,10,1937.85,1.199
4265,Datsun redi-GO T Option,Coimbatore,2017,27509,Petrol,Manual,First,22.7,799,53.64,5.0,4.04,3.31,0.73,6,1405.75,0.799
4273,Skoda Superb Style 1.8 TSI AT,Mumbai,2016,53000,Petrol,Automatic,First,14.67,1798,177.46,5.0,33.36,17.85,15.51,7,4190.87,1.798
4284,Toyota Innova Crysta 2.8 ZX AT,Delhi,2016,42000,Diesel,Automatic,First,11.36,2755,171.5,7.0,26.55,19.6,6.95,7,4288.73,2.755
4300,Maruti Wagon R VXI AMT,Mumbai,2018,1997,Petrol,Automatic,First,22.5,998,67.0,5.0,6.14,4.45,1.69,5,102.96,0.998
4301,Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,2016,47300,Diesel,Manual,First,24.3,1248,88.5,5.0,11.96,8.85,3.11,7,2257.94,1.248
4308,Maruti Ertiga VDI,Coimbatore,2014,53817,Diesel,Manual,First,25.47,1248,88.5,7.0,11.44,7.56,3.88,9,2451.03,1.248
4318,Toyota Innova Crysta 2.8 ZX AT,Ahmedabad,2016,42388,Diesel,Automatic,First,11.36,2755,171.5,7.0,24.63,18.0,6.63,7,4328.35,2.755
4327,BMW X1 xDrive 20d M Sport,Kolkata,2017,27001,Diesel,Automatic,First,20.68,1995,190.0,5.0,50.26,29.0,21.26,6,1514.56,1.995
4334,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2017,38712,Petrol,Manual,First,18.9,1197,81.86,5.0,7.45,5.87,1.58,6,2375.97,1.197
4346,Maruti Swift ZXI Plus,Ahmedabad,2018,2000,Petrol,Manual,First,22.0,1197,81.8,5.0,8.16,7.75,0.41,5,105.45,1.197
4350,Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2019,31271,Diesel,Manual,First,13.68,2393,147.8,8.0,24.01,21.42,2.59,4,2651.63,2.393
4361,Skoda Rapid 1.5 TDI Ambition,Mumbai,2012,54500,Diesel,Manual,First,21.13,1498,108.4,5.0,13.72,4.1,9.62,11,2991.95,1.498
4373,Toyota Innova Crysta 2.4 ZX MT,Ahmedabad,2016,54000,Diesel,Manual,First,13.68,2393,147.8,7.0,23.14,16.5,6.64,7,4578.95,2.393
4401,Tata Tiago 1.2 Revotron XZ WO Alloy,Hyderabad,2017,16500,Petrol,Manual,First,23.84,1199,84.0,5.0,6.29,5.0,1.29,6,802.85,1.199
4403,Honda Amaze V Petrol,Jaipur,2018,6000,Petrol,Manual,First,19.5,1199,86.76,5.0,8.18,6.7,1.48,5,356.92,1.199
4408,Maruti Wagon R LXI,Mumbai,2010,12000,Petrol,Manual,First,22.5,998,67.04,5.0,5.04,2.45,2.59,13,618.67,0.998
4444,Hyundai Grand i10 1.2 Kappa Magna,Kolkata,2018,4500,Petrol,Manual,First,18.9,1197,81.86,5.0,6.4,4.8,1.6,5,276.19,1.197
4447,Hyundai Grand i10 1.2 Kappa Asta,Kochi,2017,51223,Petrol,Manual,First,18.9,1197,81.86,5.0,7.48,5.66,1.82,6,3143.85,1.197
4451,Ford Mustang V8,Kochi,2018,21290,Petrol,Automatic,First,13.0,4951,395.0,4.0,83.92,56.8,27.12,5,1899.72,4.951
4452,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14076,Diesel,Automatic,First,11.36,2755,171.5,7.0,20.74,19.4,1.34,4,1437.34,2.755
4463,Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,2017,22500,Petrol,Manual,First,18.9,1197,81.86,5.0,7.82,5.99,1.83,6,1380.95,1.197
4470,Honda Amaze S Diesel,Kolkata,2013,46500,Diesel,Manual,First,27.4,1498,98.6,5.0,8.54,3.3,5.24,10,1968.61,1.498
4472,Maruti Wagon R VXI,Jaipur,2017,39867,Petrol,Manual,First,22.5,998,67.04,5.0,5.44,4.5,0.94,6,2055.37,0.998
4481,Skoda Superb Style 2.0 TDI AT,Mumbai,2015,19000,Diesel,Automatic,First,18.19,1968,174.5,5.0,36.94,15.5,21.44,8,1211.65,1.968
4485,Volkswagen Vento 1.5 TDI Comfortline,Kolkata,2012,34000,Diesel,Manual,First,20.64,1498,108.5,5.0,11.16,3.4,7.76,11,1910.85,1.498
4487,Hyundai Verna VTVT 1.6 SX Option,Kochi,2016,52378,Petrol,Manual,First,17.0,1591,121.3,5.0,13.6,7.97,5.63,7,3574.03,1.591
4495,Maruti Dzire AMT ZDI Plus,Kochi,2018,64035,Diesel,Automatic,First,28.4,1248,73.75,5.0,10.7,8.55,2.15,5,2615.51,1.248
4516,Maruti Eeco 7 Seater Standard,Chennai,2016,55000,Petrol,Manual,First,15.1,1196,73.0,7.0,4.87,3.75,1.12,7,4225.17,1.196
4523,Mitsubishi Pajero Sport 4X4,Coimbatore,2015,53497,Diesel,Manual,First,13.5,2477,175.56,7.0,34.6,16.42,18.18,8,4596.78,2.477
4527,Mercedes-Benz GLE 350d,Chennai,2016,29000,Diesel,Automatic,First,11.57,2987,254.79,5.0,92.79,65.0,27.79,7,2907.52,2.987
4532,Maruti Wagon R VXI AMT,Kolkata,2017,17000,Petrol,Automatic,First,22.5,998,67.0,5.0,5.8,3.95,1.85,6,876.44,0.998
4541,BMW 3 Series 320d,Mumbai,2011,51000,Diesel,Automatic,First,22.69,1995,190.0,5.0,47.87,10.5,37.37,12,2607.32,1.995
4551,BMW 5 Series 520d Luxury Line,Coimbatore,2011,51602,Diesel,Automatic,First,22.48,1995,190.0,5.0,63.71,17.27,46.44,12,2662.74,1.995
4554,BMW 3 Series Luxury Line,Pune,2016,70000,Diesel,Automatic,Second,21.76,1995,190.0,5.0,62.11,27.0,35.11,7,3731.62,1.995
4560,Honda Jazz V,Kochi,2017,36973,Petrol,Manual,First,18.2,1199,88.7,5.0,8.71,6.8,1.91,6,2356.52,1.199
4563,Maruti Wagon R VXI,Mumbai,2014,43628,Petrol,Manual,First,22.5,998,67.04,5.0,5.61,3.16,2.45,9,2249.27,0.998
4570,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Chennai,2018,3300,Diesel,Automatic,First,24.3,1248,88.5,5.0,12.88,11.5,1.38,5,157.53,1.248
4571,Maruti Alto K10 LXI,Delhi,2016,35027,Petrol,Manual,First,24.07,998,67.1,5.0,3.91,3.0,0.91,7,1688.05,0.998
4590,Maruti Vitara Brezza ZDi,Bangalore,2017,45000,Diesel,Manual,First,24.3,1248,88.5,5.0,11.0,9.75,1.25,6,2148.15,1.248
4601,BMW X1 sDrive 20d xLine,Coimbatore,2019,15456,Diesel,Automatic,First,20.68,1995,190.0,5.0,48.18,36.64,11.54,4,866.97,1.995
4612,Hyundai Grand i10 1.2 CRDi Asta,Kochi,2015,81828,Diesel,Manual,First,24.0,1186,73.97,5.0,8.68,5.43,3.25,8,3955.02,1.186
4633,Renault KWID 1.0 RXT Optional,Jaipur,2016,26000,Petrol,Manual,First,21.7,999,67.0,5.0,4.78,3.0,1.78,7,1389.86,0.999
4649,Honda WRV i-VTEC VX,Hyderabad,2017,15000,Petrol,Manual,First,17.5,1199,88.7,5.0,10.83,8.9,1.93,6,994.29,1.199
4652,Volkswagen Vento 1.6 Comfortline,Kochi,2012,60818,Petrol,Manual,First,16.09,1598,103.5,5.0,11.05,3.59,7.46,11,4384.64,1.598
4680,Maruti Ertiga VDI,Pune,2016,54161,Diesel,Manual,First,25.47,1248,88.5,7.0,11.27,7.64,3.63,7,2466.7,1.248
4685,Volkswagen Vento 1.6 Comfortline,Kochi,2018,20488,Petrol,Manual,Second,16.09,1598,103.5,5.0,11.48,7.64,3.84,5,1477.07,1.598
4689,Toyota Fortuner 2.8 2WD MT,Coimbatore,2017,72668,Diesel,Manual,First,14.24,2755,174.5,7.0,37.17,28.85,8.32,6,5919.58,2.755
4695,Toyota Etios Cross 1.4L VD,Bangalore,2014,57464,Diesel,Manual,First,23.59,1364,67.06,5.0,9.99,5.75,4.24,9,2825.7,1.364
4706,Toyota Innova Crysta 2.8 ZX AT,Chennai,2016,80000,Diesel,Automatic,First,11.36,2755,171.5,7.0,26.95,19.5,7.45,7,8169.01,2.755
4724,Hyundai Xcent 1.2 VTVT E,Pune,2018,40000,Petrol,Manual,First,20.14,1197,81.86,5.0,6.71,5.0,1.71,5,2303.87,1.197
4728,Hyundai Verna VTVT 1.6 SX Option,Kochi,2019,12336,Petrol,Manual,First,17.0,1591,121.3,5.0,13.6,11.88,1.72,4,841.75,1.591
4731,Nissan Micra Active XV,Pune,2018,24000,Petrol,Manual,First,19.69,1198,67.04,5.0,6.99,4.0,2.99,5,1413.92,1.198
4734,Volkswagen Vento 1.5 TDI Highline,Chennai,2011,121311,Diesel,Manual,First,20.64,1498,108.5,5.0,14.32,2.9,11.42,12,6817.87,1.498
4748,Tata Tiago 1.2 Revotron XT Option,Coimbatore,2019,16698,Petrol,Manual,First,23.84,1199,84.0,5.0,6.21,5.85,0.36,4,812.49,1.199
4755,Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Hyderabad,2016,52000,Diesel,Automatic,First,15.68,1999,177.0,5.0,74.49,42.0,32.49,7,3846.94,1.999
4773,Hyundai Elite i20 Sportz Plus,Kochi,2017,37460,Petrol,Manual,First,18.6,1197,81.86,5.0,8.03,6.28,1.75,6,2336.22,1.197
4778,Mercedes-Benz S-Class S 350 d,Bangalore,2011,47140,Diesel,Automatic,Second,13.5,2925,281.61,5.0,1.71,30.0,-28.29,12,4050.55,2.925
4780,Hyundai Creta 1.6 SX Option Diesel,Bangalore,2016,93000,Diesel,Manual,First,20.5,1582,126.2,5.0,19.18,10.8,8.38,7,5262.44,1.582
4788,Volvo V40 D3 R Design,Hyderabad,2015,38000,Diesel,Automatic,Second,16.8,1969,150.0,5.0,37.9,24.0,13.9,8,2623.81,1.969
4795,BMW 3 Series Luxury Line,Kochi,2018,21936,Diesel,Automatic,First,21.76,1995,190.0,5.0,58.67,37.92,20.75,5,1169.38,1.995
4807,Skoda Superb Style 1.8 TSI AT,Delhi,2013,80000,Petrol,Automatic,Second,14.67,1798,177.46,5.0,32.54,7.25,25.29,10,6325.84,1.798
4811,Mahindra Thar CRDe,Coimbatore,2017,28599,Diesel,Manual,First,16.55,2498,105.0,6.0,11.71,9.66,2.05,6,2004.52,2.498
4819,Datsun redi-GO T,Kolkata,2016,15000,Petrol,Manual,First,22.7,799,53.64,5.0,3.98,2.25,1.73,7,766.52,0.799
4826,Maruti Alto K10 VXI,Kochi,2015,23876,Petrol,Manual,First,24.07,998,67.1,5.0,4.09,3.46,0.63,8,1150.65,0.998
4841,BMW 3 Series 320d,Hyderabad,2011,89000,Diesel,Automatic,First,22.69,1995,190.0,5.0,47.2,13.95,33.25,12,4550.02,1.995
4844,Maruti Wagon R VXI 1.2,Kolkata,2014,37000,Petrol,Manual,First,21.5,1197,81.8,5.0,5.56,2.8,2.76,9,1996.28,1.197
4858,Audi A4 35 TDI Technology,Hyderabad,2017,14000,Diesel,Automatic,First,18.25,1968,187.74,5.0,55.61,43.0,12.61,6,889.86,1.968
4863,Hyundai Santro D Lite,Chennai,2001,140000,Petrol,Manual,Third,20.3,1086,68.0,5.0,4.55,0.7,3.85,22,8000.0,1.086
4873,Maruti Baleno Alpha,Chennai,2016,16000,Petrol,Manual,First,21.4,1197,83.1,5.0,8.8,6.95,1.85,7,867.29,1.197
4877,Tata Nexon 1.2 Revotron XZ Plus,Coimbatore,2018,17477,Petrol,Manual,First,17.0,1198,108.5,5.0,11.13,9.62,1.51,5,1192.55,1.198
4880,Maruti Wagon R LXI,Kochi,2014,52431,Petrol,Manual,First,22.5,998,67.04,5.0,4.59,3.01,1.58,9,2703.11,0.998
4887,Maruti Vitara Brezza ZDi Plus,Kochi,2018,57078,Diesel,Manual,First,24.3,1248,88.5,5.0,11.58,10.19,1.39,5,2724.71,1.248
4894,Maruti Baleno Alpha Diesel,Hyderabad,2017,24000,Diesel,Manual,First,27.39,1248,74.0,5.0,10.63,8.4,2.23,6,1016.43,1.248
4902,Maruti Baleno Alpha CVT,Mumbai,2018,3000,Petrol,Automatic,First,21.4,1197,83.1,5.0,10.3,8.85,1.45,5,162.62,1.197
4907,Honda City i-VTEC VX,Ahmedabad,2017,29000,Petrol,Manual,First,17.4,1497,117.3,5.0,12.68,10.0,2.68,6,1933.33,1.497
4914,Mercedes-Benz GLC 220d 4MATIC Style,Mumbai,2017,24000,Diesel,Automatic,First,17.9,2143,170.0,5.0,59.77,46.95,12.82,6,1555.31,2.143
4926,Hyundai Creta 1.6 SX Option Executive,Coimbatore,2018,44383,Petrol,Manual,First,15.8,1591,121.3,5.0,17.7,13.25,4.45,5,3258.5,1.591
4929,Hyundai Creta 1.6 SX,Delhi,2016,69000,Petrol,Manual,First,15.8,1591,121.3,5.0,14.23,9.7,4.53,7,5065.82,1.591
4934,Maruti Dzire AMT VDI,Coimbatore,2018,25082,Diesel,Automatic,First,28.4,1248,73.75,5.0,9.62,8.37,1.25,5,1024.48,1.248
4942,Audi A4 35 TDI Premium Plus,Coimbatore,2014,28469,Diesel,Automatic,First,18.25,1968,187.74,5.0,53.14,24.37,28.77,9,1809.54,1.968
4950,Ford Aspire Titanium Diesel,Kolkata,2017,60048,Diesel,Manual,First,26.1,1498,99.0,5.0,8.91,6.0,2.91,6,2668.8,1.498
4961,Maruti Dzire AMT ZXI Plus,Coimbatore,2019,8018,Petrol,Automatic,First,22.0,1197,81.8,5.0,10.26,8.3,1.96,4,422.77,1.197
4968,Tata Tiago AMT 1.2 Revotron XZA,Pune,2018,2000,Petrol,Automatic,First,23.84,1199,83.83,5.0,6.94,5.0,1.94,5,97.32,1.199
4973,Hyundai Verna CRDi 1.6 SX Option,Hyderabad,2008,109606,Diesel,Manual,First,22.0,1582,126.2,5.0,15.59,2.9,12.69,15,5779.23,1.582
4978,Honda Amaze V CVT Petrol,Kochi,2019,25717,Petrol,Automatic,First,19.0,1199,88.76,5.0,9.47,8.86,0.61,4,1570.09,1.199
4981,Honda Jazz VX,Chennai,2017,8000,Petrol,Manual,First,18.2,1199,88.7,5.0,9.1,7.9,1.2,6,509.89,1.199
4984,Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2019,24864,Diesel,Manual,First,20.5,1582,126.2,5.0,19.18,16.27,2.91,4,1406.94,1.582
4988,BMW 5 Series 530d M Sport,Hyderabad,2016,27000,Diesel,Automatic,First,18.59,2993,265.0,5.0,78.31,48.0,30.31,7,1684.78,2.993
4989,Audi A3 35 TDI Premium Plus,Mumbai,2016,39000,Diesel,Automatic,First,20.38,1968,143.0,5.0,42.89,18.9,23.99,7,2219.82,1.968
4998,Volkswagen Polo 1.5 TDI Comfortline,Jaipur,2015,66000,Diesel,Manual,First,20.14,1498,88.0,5.0,9.56,4.91,4.65,8,3801.39,1.498
5002,BMW X3 xDrive 20d xLine,Kochi,2017,36723,Diesel,Automatic,First,18.56,1995,190.0,5.0,64.76,32.57,32.19,6,2295.19,1.995
5009,Audi Q7 45 TDI Quattro Technology,Pune,2017,59500,Diesel,Automatic,First,14.75,2967,245.0,7.0,99.92,68.0,31.92,6,4679.32,2.967
5018,Honda Jazz VX Diesel,Hyderabad,2017,17151,Diesel,Manual,First,27.3,1498,98.6,5.0,11.05,8.4,2.65,6,728.76,1.498
5030,Maruti Vitara Brezza LDi,Kochi,2018,32539,Diesel,Manual,First,24.3,1248,88.5,5.0,8.63,8.39,0.24,5,1553.3,1.248
5038,Land Rover Discovery Sport TD4 HSE 7S,Coimbatore,2019,24013,Diesel,Automatic,First,12.81,1999,148.31,7.0,69.22,56.14,13.08,4,2174.48,1.999
5049,Jeep Compass 2.0 Sport,Kolkata,2017,27000,Diesel,Manual,First,17.1,1956,170.0,5.0,18.45,15.0,3.45,6,1831.58,1.956
5059,Maruti Vitara Brezza ZDi,Coimbatore,2017,58829,Diesel,Manual,First,24.3,1248,88.5,5.0,9.89,9.05,0.84,6,2808.3,1.248
5062,Maruti Celerio LXI MT,Kolkata,2018,30000,Petrol,Manual,First,23.1,998,67.04,5.0,4.87,3.75,1.12,5,1506.49,0.998
5078,Maruti Vitara Brezza ZDi,Coimbatore,2017,21789,Diesel,Manual,First,24.3,1248,88.5,5.0,11.0,9.88,1.12,6,1040.13,1.248
5079,Hyundai Elite i20 Asta Option,Coimbatore,2019,21134,Petrol,Manual,First,18.6,1197,81.86,5.0,9.78,8.78,1.0,4,1318.03,1.197
5086,Maruti Dzire VDI,Hyderabad,2013,68434,Diesel,Manual,First,28.4,1248,73.75,5.0,9.14,5.5,3.64,10,2795.19,1.248
5087,Maruti Alto K10 VXI,Pune,2014,17000,Petrol,Manual,First,24.07,998,67.1,5.0,4.48,2.1,2.38,9,819.28,0.998
5090,Hyundai Verna CRDi 1.6 SX Option,Mumbai,2013,79225,Diesel,Manual,First,22.0,1582,126.2,5.0,15.57,5.5,10.07,10,4177.32,1.582
5102,Maruti Wagon R VXI,Kochi,2019,31817,Petrol,Manual,First,22.5,998,67.04,5.0,5.12,5.34,-0.22,4,1640.34,0.998
5107,Mercedes-Benz GLE 250d,Hyderabad,2016,50000,Diesel,Automatic,First,17.9,2143,201.15,5.0,79.43,49.0,30.43,7,3240.22,2.143
5111,Tata Zest Quadrajet 1.3 75PS XE,Kolkata,2017,45000,Diesel,Manual,First,22.95,1248,74.0,5.0,7.94,3.75,4.19,6,2274.51,1.248
5118,Mercedes-Benz GLE 350d,Bangalore,2016,28541,Diesel,Automatic,First,11.57,2987,254.79,5.0,95.13,60.75,34.38,7,2861.5,2.987
5127,Nissan Micra XV CVT,Kolkata,2011,44000,Petrol,Automatic,First,19.15,1198,75.94,5.0,8.73,2.65,6.08,12,2665.27,1.198
5133,Tata Zest Revotron 1.2 XT,Coimbatore,2015,27000,Petrol,Manual,First,17.57,1193,88.7,5.0,8.69,5.27,3.42,8,1782.58,1.193
